,Source,Month,Brand,Model,ENERGY LABEL EU,NOFROST SYSTEM,NET LTRS.,Quantity,PriceUSD,Elasticity,cluster_kmean_nd_9,cluster_kmean_t_sne,cluster_ier_centr_cos_7,cluster_ier_t_sne
200,Traditional Sales,2018-01-01,BOSCH,KGV39VL31,4,0,343,30.450000000000003,460.274786042,0.006976363562259398,4,8,5,8
201,Traditional Sales,2018-01-01,ATLANT,XM 4721-101,3,0,311,39.17181818183334,313.7031668731667,0.27700091981823083,4,3,7,9
202,Traditional Sales,2018-01-01,ERGO,MR-50,3,0,46,19.655263664818182,98.18612067845456,-1.017678125309673,9,2,7,2
203,Traditional Sales,2018-01-01,SATURN,ST-CF1962U,3,0,212,52.666666666666664,173.41467447177774,-1.1273319121020469,9,2,7,3
204,Traditional Sales,2018-01-01,BEKO,RCSA270K20W,3,0,262,27.615101010083333,301.2344722805,0.3387945321321215,4,4,7,1
205,Traditional Sales,2018-01-01,ATLANT,XM-6025 000/001,1,0,384,18.598015873,379.57405093366674,-0.0871098578364024,1,3,7,10
206,Traditional Sales,2018-01-01,ATLANT,(MINSK)XM-4012-000/001,1,0,297,28.184126984166667,300.42609684008335,0.10606814101853604,1,3,7,9
207,Traditional Sales,2018-01-01,SAMSUNG,RB37J5005SA,4,1,367,6.7733333333,573.7771906913,0.01623144226325899,2,5,4,7
208,Traditional Sales,2018-01-01,ELENBERG,MR 83-O,3,0,93,72.5823820065,120.9109758625,-2.861531608017145,9,2,7,2
209,Traditional Sales,2018-01-01,SAMSUNG,RSA1SHVB1/BWT,3,1,540,10.940251572333333,995.9451903539999,0.04033154070174643,8,6,2,4
210,Traditional Sales,2018-01-01,GORENJE,RK 61910W,3,0,326,9.613888888916666,343.00860460058334,0.02974961948755532,4,3,7,10
211,Traditional Sales,2018-01-01,SATURN,ST-CF2950,3,0,82,40.416666666666664,117.18955597291666,1.408134328261249,9,2,7,2
212,Traditional Sales,2018-01-01,DELFA,SBS 440G,3,1,440,33.666666666666664,598.2385938285834,0.026459572005754703,3,5,2,7
213,Traditional Sales,2018-01-01,BEKO,RCSA 360K 21W,3,0,334,17.080000000000002,358.22644676575004,0.0010567941319595403,4,3,7,10
214,Traditional Sales,2018-01-01,SAMSUNG,RB37J5100WW/UA,3,1,367,15.844339438250001,567.16520839425,0.12934798979820872,3,5,2,7
215,Traditional Sales,2018-01-01,VESTFROST,SW 861 NFW,3,1,318,8.5,394.9679866158,-0.13369217157965904,3,8,3,10
216,Traditional Sales,2018-01-01,WHIRLPOOL,BSNF 8101 OX,3,1,319,27.966967698916665,450.64708602983336,0.1505105761335947,3,8,3,8
217,Traditional Sales,2018-01-01,SNAIGE,RF35SM - S1CB21,3,0,310,16.483333333333334,373.0183915475,-0.06253338449681399,4,3,7,10
218,Traditional Sales,2018-01-01,SNAIGE,RF 310-1803 AA,3,0,285,10.409090909090908,281.9745688551818,0.026942824541671736,4,4,7,1
219,Traditional Sales,2018-01-01,LG,GW-B499SMGZ,4,1,343,21.605555555583333,654.9490409884166,0.02107183966265145,2,1,4,6
220,Traditional Sales,2018-01-01,SAMSUNG,RB37K63401L/UA,3,1,387,20.783333333333335,962.2418320387502,-0.024524717842168413,8,6,2,4
221,Traditional Sales,2018-01-01,HOTPOINT-ARIS,XH8 T2O CH,4,1,338,19.000378787916667,469.6310245891666,0.15791510478998574,2,8,4,8
222,Traditional Sales,2018-01-01,SAMSUNG,RB37J5005EF/UA,4,1,367,8.3,591.4521405083001,0.016309907067996763,2,1,4,7
223,Traditional Sales,2018-01-01,WHIRLPOOL,BSNF 9752 OX,4,1,346,3.6,556.0546760094,0.03415250336521262,2,5,4,7
224,Traditional Sales,2018-01-01,SNAIGE,RF31SM-S1RA21,3,0,279,15.657142857166669,310.11376156258336,-0.382248512352469,4,3,7,9
225,Traditional Sales,2018-01-01,ELENBERG,MRF 146,3,0,163,19.590476190500002,159.93666444941667,0.049974374793538195,9,2,7,3
226,Traditional Sales,2018-01-01,SAMSUNG,RB30J3000WW/EF,3,1,311,36.48611111116667,506.94621627158335,0.2328441230622873,3,5,3,7
227,Traditional Sales,2018-01-01,ELECTROLUX,EN3853MOX,4,1,352,17.691666666666666,530.6873402820833,-0.048643719716371464,2,5,4,7
228,Traditional Sales,2018-01-01,HITACHI,R-BG410PUC6XGBE,4,1,330,14.253130314083334,672.3456734675,0.04598684971905003,2,1,4,6
229,Traditional Sales,2018-01-01,LG,GA-B429SQQZ,4,1,302,24.8319444445,540.9676115414167,0.3729542763597962,2,5,4,7
230,Traditional Sales,2018-01-01,SHARP,SHARP SJ-BA10IMXW1-UA,3,1,324,24.5,393.1353957636666,0.08204058469106328,3,3,3,10
231,Traditional Sales,2018-01-01,LG,GC-B247SVUV,3,1,626,29.758205128166665,1011.64544013475,-0.02053336672666617,8,6,2,4
232,Traditional Sales,2018-01-01,BEKO,RDSA240K20W,3,0,223,32.26468337225,235.36553565591666,0.7308385074148072,9,4,7,3
233,Traditional Sales,2018-01-01,BOSCH,KGN36NW31,4,1,302,8.918181818181818,464.7527047661819,0.03444157701712888,2,8,4,8
234,Traditional Sales,2018-01-01,HITACHI,R-VG610PUC3 (GGR),3,1,510,5.363636363636363,934.3978594616361,-0.017135581901542553,8,6,2,4
235,Traditional Sales,2018-01-01,BEKO,RCSA360K20PT,3,0,334,10.233333333333333,341.3275958045556,0.01111612980234522,4,3,7,10
236,Traditional Sales,2018-01-01,ELECTROLUX,EN3853MOW,4,1,349,16.666666666666668,497.7308815815834,0.21192245285721484,2,8,4,8
238,Traditional Sales,2018-01-01,ELENBERG,MR 101,3,0,85,27.948863636363637,118.61232835145456,-0.05936371420607367,9,2,7,2
239,Traditional Sales,2018-01-01,LG,GA-B389SQQZ,4,1,261,44.23022427558334,486.7344774570833,0.5238536231083631,2,5,4,7
240,Traditional Sales,2018-01-01,SIEMENS,KG36NXI35,4,1,324,19.541463647416666,571.6020496790001,-0.09251238759130403,2,5,4,7
241,Traditional Sales,2018-01-01,SAMSUNG,RB29FSRNDWW,3,1,290,38.40376262625,476.2094502750833,0.33070999774761367,3,5,3,7
242,Traditional Sales,2018-01-01,SAMSUNG,RB29FSJNDEF/UA,3,1,290,15.647927294833332,458.19710205175005,0.08886135817101687,3,8,3,8
243,Traditional Sales,2018-01-01,ATLANT,XM-6024-100,3,0,342,29.29421717166667,377.6110881560833,0.15614524658198695,4,3,7,10
244,Traditional Sales,2018-01-01,BOSCH,KGN36NW306,4,1,302,32.358333333333334,468.41503050975007,-0.19175065871079586,2,8,4,7
245,Traditional Sales,2018-01-01,WHIRLPOOL,ART 6503/A+,3,0,275,19.25,518.9993156131668,-0.07604427764655908,4,5,7,7
247,Traditional Sales,2018-01-01,GORENJE,RK61FSY2W,3,0,319,16.409722222166664,385.4729024937499,-0.07062760635137895,4,3,7,10
248,Traditional Sales,2018-01-01,SNAIGE,RF35SM-S1DA21,3,0,310,16.1494949495,354.9063904434167,0.0696366056883149,4,3,7,10
249,Traditional Sales,2018-01-01,DNEPR,DH 212,2,0,296,15.444444444333334,228.35821440783334,-0.2635227992943221,1,4,7,1
250,Traditional Sales,2018-01-01,NORD,431,2,0,207,21.166666666583335,155.37150994941666,-0.0005382406317582245,1,2,7,3
251,Traditional Sales,2018-01-01,LIEBHERR,CN 4813,4,1,338,37.38611111116667,575.2060925295833,0.0482825611951076,2,5,4,7
252,Traditional Sales,2018-01-01,LIBERTY,DR-122,4,0,98,8.418181818181818,143.95141623827274,0.7423519850242765,9,2,7,2
253,Traditional Sales,2018-01-01,HOTPOINT-ARIS,XH8 T1I W,3,1,338,15.96153409091667,408.4013295815833,-0.05761260742165921,3,8,3,10
254,Traditional Sales,2018-01-01,SIEMENS,KG36NNW30,4,1,302,22.5,450.6581839520001,0.025206828291859003,2,8,4,8
255,Traditional Sales,2018-01-01,WHIRLPOOL,BSNF8101W,3,1,319,24.58085558875,427.46474670275,0.23841526300178273,3,8,3,8
256,Traditional Sales,2018-01-01,BOSCH,KGV33UW206,3,0,287,21.733835386750002,346.2831629478333,-0.2782779717195767,4,3,7,10
257,Traditional Sales,2018-01-01,GORENJE,NRK621CLI,3,1,339,20.214655794583333,732.6063123201667,-0.10090416988435169,3,1,3,6
258,Traditional Sales,2018-01-01,SIEMENS,KG39NVW306,4,1,366,34.233333333333334,601.15054165825,-0.4296136420266856,2,1,4,6
259,Traditional Sales,2018-01-01,INDESIT,IBS 18 AA (UA),3,0,318,92.02655272958333,287.40368902333336,2.055882103561355,6,4,6,1
260,Traditional Sales,2018-01-01,HOTPOINT-ARIS,XH9 T1I X H,3,1,369,6.9,453.1621610437999,0.06915225298445737,3,8,3,8
261,Traditional Sales,2018-01-01,LIEBHERR,CNEL 4813,4,1,338,30.497222222166666,588.8388803485001,0.030292782640269245,2,5,4,7
262,Traditional Sales,2018-01-01,BOSCH,KGV39VI306,4,0,343,35.309818237250006,491.65439642358336,0.1298636299223203,4,8,5,8
263,Traditional Sales,2018-01-01,BOSCH,KGN39LB35U,4,1,366,14.987473794583336,921.4370882989165,0.041490195808571335,2,6,4,4
264,Traditional Sales,2018-01-01,ATLANT,XM 4013-100,3,0,309,27.226742424250002,308.903480262,-0.27981705898828335,4,3,7,9
265,Traditional Sales,2018-01-01,SNAIGE,RF 34 NG - Z1MA26,3,0,302,6.846608300727272,382.4756457697273,-0.03910611412048475,4,8,7,10
266,Traditional Sales,2018-01-01,ATLANT,XM 4024-100,3,0,347,9.230555555499999,326.269424803,-0.19124248238640482,4,3,7,9
267,Traditional Sales,2018-01-01,INDESIT,IBS 15 AA (UA),3,0,243,36.723055555583336,251.6165886048333,0.21801809097843705,4,4,7,1
268,Traditional Sales,2018-01-01,KIVI,RINF2957M,3,1,295,5.666666666666667,375.0780447606666,-0.04763527554260528,3,8,3,10
269,Traditional Sales,2018-01-01,INDESIT,DS 3201W (UA),3,0,339,37.31753252258333,319.898403536,0.16263490828343624,4,3,7,9
271,Traditional Sales,2018-01-01,SNAIGE,RF 36 NG-Z10026,3,1,303,7.149000000000001,365.5653095258,-0.054351740305248475,3,3,3,10
272,Traditional Sales,2018-01-01,SAMSUNG,RB33J3220SS,3,1,328,10.363636363636363,568.537573525,0.10857155991762658,3,5,3,7
273,Traditional Sales,2018-01-01,SIEMENS,KG49NLW30,4,1,435,6.083333333333333,1120.4053901311665,-0.03326934756331406,2,6,4,4
274,Traditional Sales,2018-01-01,CANDY,CCBS 5152W,3,0,190,22.916666666666668,260.7051928756667,0.2713779820358017,9,4,7,1
275,Traditional Sales,2018-01-01,ATLANT,XM-6224-101,3,0,375,7.274999999999999,417.05065394041657,-0.0006315839224282195,4,3,7,10
276,Traditional Sales,2018-01-01,GORENJE,RK6202EX,4,0,352,10.674999999999999,423.3075932986667,0.006180112985024088,4,8,5,10
277,Traditional Sales,2018-01-01,ATLANT,XM-4723-100,3,0,342,53.663614899,326.46486291016663,1.8944789338868073,6,3,6,9
278,Traditional Sales,2018-01-01,LG,GC 151 SW,3,0,124,15.125,184.65416765324997,0.03598098443338431,9,2,7,2
280,Traditional Sales,2018-01-01,LG,GC-Q247CABV,3,1,626,25.833333333333332,1715.98714157975,-0.03706730289252844,8,6,2,4
281,Traditional Sales,2018-01-01,LG,GA-B389SECZ,4,1,261,37.355624999999996,477.38869821550014,1.1472954766077392,2,5,4,7
282,Traditional Sales,2018-01-01,LG,GA-B499TGBM,4,1,360,13.083333333333334,969.8260902568335,-0.06093084024390072,2,6,4,4
283,Traditional Sales,2018-01-01,BEKO,RCSA330K20B,3,0,295,12.879393939416667,354.2357894043334,0.04614214227995177,4,3,7,10
284,Traditional Sales,2018-01-01,SAMSUNG,RB37J5000EF,3,1,367,22.369671717166664,611.9351351902501,-0.03544032848481033,3,1,2,6
286,Traditional Sales,2018-01-01,BOSCH,KGN49LB30U,4,1,435,12.148584905666668,1114.1569792728333,-0.0022184522870603175,2,6,4,4
287,Traditional Sales,2018-01-01,BEKO,CS234020 S,3,0,295,12.045238095250001,326.70741899316664,-0.01370427010895179,4,3,7,10
288,Traditional Sales,2018-01-01,NORD,NRB 118-030,3,0,277,11.458571428583333,215.58709087058332,0.08648877374717916,4,4,7,1
289,Traditional Sales,2018-01-01,NORD,NRB 137 030,3,0,240,10.92023809525,159.94161435091664,0.03580044827070067,9,2,7,3
291,Traditional Sales,2018-01-01,SAMSUNG,RB 37 J 5000 SS UA,3,1,367,24.07601020125,632.5566776849166,0.12909466467551997,3,1,2,6
292,Traditional Sales,2018-01-01,HITACHI,R-W660PUC3 GBK,3,1,540,11.083333333333334,1083.9368726575833,-0.034118194814787214,8,6,2,4
293,Traditional Sales,2018-01-01,ATLANT,XM 4425-100 N,3,1,310,16.14633538675,444.07886537050007,-0.10141679412609353,3,8,3,8
294,Traditional Sales,2018-01-01,ATLANT,XM-4723,3,0,326,11.082575757545454,336.34776413772727,0.10548232084713016,4,3,7,10
295,Traditional Sales,2018-01-01,WHIRLPOOL,WBE3714W,3,0,368,11.644444444500001,322.3272790396666,-0.2754721077223067,4,3,7,9
296,Traditional Sales,2018-01-01,BEKO,RCSA350K21PT,3,0,331,21.497121212083332,390.94966992575,0.12954609351580879,4,3,7,10
298,Traditional Sales,2018-01-01,HITACHI,R-BG410PUC6XXGR,4,1,330,21.333333333333332,641.9533573161667,-0.14166010890378328,2,1,4,6
299,Traditional Sales,2018-01-01,BEKO,RDSU8240K20W,3,0,223,52.208333333333336,239.04624004066667,1.7849467876491067,6,4,7,3
300,Traditional Sales,2018-01-01,ELECTROLUX,EN93852JX,3,1,352,5.2727272727272725,538.2088234419999,0.07456918201071613,3,5,3,7
301,Traditional Sales,2018-01-01,GORENJE,NRK 6191 CW,3,1,307,12.427300813750001,436.4794660889167,0.10601543029694875,3,8,3,8
302,Traditional Sales,2018-01-01,SNAIGE,RF34SM-S1MA21,4,0,302,26.137489177545458,328.46588306845456,0.7067895916958286,4,3,5,10
303,Traditional Sales,2018-01-01,SAMSUNG,RB33J3200SA,3,1,328,18.05402741675,549.969680627,0.03697841283811465,3,5,3,7
304,Traditional Sales,2018-01-01,INDESIT,NBS 15 AA,3,0,243,7.977777777777779,248.5993930328889,-0.14220040717502305,4,4,7,1
305,Traditional Sales,2018-01-01,ATLANT,XM 4424-180 N,3,1,307,6.719444444416666,458.33477894566664,-0.09388031778294711,3,8,3,8
306,Traditional Sales,2018-01-01,CANDY,CCTOS 502XH,3,0,97,5.363636363636363,174.1691708460909,0.0039396051752078574,9,2,7,2
307,Traditional Sales,2018-01-01,BOSCH,KGV39VW31S,4,0,342,13.975,444.91013975600004,0.08475912845662151,4,8,5,8
308,Traditional Sales,2018-01-01,SAMSUNG,RB29FEJNDWW,3,1,290,7.916666666666667,534.76260342475,0.03838513581523103,3,5,3,7
309,Traditional Sales,2018-01-01,SAMSUNG,RB31FERNDEF,3,1,310,14.433333333333332,497.29625686274994,0.04204049443530175,3,5,3,7
310,Traditional Sales,2018-01-01,SNAIGE,RF 390-1803A,2,0,343,5.816666666666666,301.81207774374997,-0.011077221033751729,1,3,7,9
311,Traditional Sales,2018-01-01,SAMSUNG,RS62K6267FG/UA,3,1,638,24.358333333333334,1465.3701866529166,-0.06157102055431175,8,6,2,4
312,Traditional Sales,2018-01-01,LG,GA-B499YLCZ,4,1,360,19.604166666666668,600.4789165685,0.11271221230021693,2,1,4,7
313,Traditional Sales,2018-01-01,LIEBHERR,CN 4313,4,1,304,33.265277777833326,527.1011820513332,0.06124465710043539,2,5,4,7
314,Traditional Sales,2018-01-01,MILANO,DF 307 VM,3,0,207,7.695652173913044,207.05307827295653,-0.10321756491707222,9,2,7,3
315,Traditional Sales,2018-01-01,SAMSUNG,RB33J3000WW/EF,3,1,328,23.75,537.9803155576667,-0.014869409644222176,3,5,3,7
316,Traditional Sales,2018-01-01,ATLANT,XM 6221-100,3,0,348,8.583181844272728,393.467113545,-0.048649436557882744,4,3,7,10
317,Traditional Sales,2018-01-01,BOSCH,KGV36VD32S,4,0,307,9.389539289250001,524.0092590406665,-0.008565829296344092,4,5,5,7
318,Traditional Sales,2018-01-01,ERGO,MRF-185,3,0,317,22.06816243241667,274.29424492616664,0.3577559389260488,4,4,7,1
319,Traditional Sales,2018-01-01,SAMSUNG,RB37J5000WW/EF,3,1,367,17.5,617.9202864587501,-0.09274787763663936,3,1,2,6
320,Traditional Sales,2018-01-01,CANDY,CKBS 5162 X,3,0,240,19.181818181818183,301.64958647218185,0.4839498845482716,4,4,7,1
321,Traditional Sales,2018-01-01,GORENJE,RK6202EW,4,0,352,7.25,419.15153014158324,-0.0047876410029847605,4,8,5,10
324,Traditional Sales,2018-01-01,NORD,403,2,0,104,17.055555555499996,158.79652362658337,-0.05597818169202093,9,2,7,2
325,Traditional Sales,2018-01-01,DNEPR,DH-243/DX-243,1,0,240,14.194444444333334,214.5437535115,-0.3381410276937736,1,4,7,3
326,Traditional Sales,2018-01-01,LG,GA-B389SQCZ,4,1,261,19.684444444416666,467.74446759233336,-0.07577247713191049,2,5,4,7
327,Traditional Sales,2018-01-01,MILANO,DF 307 VM,3,0,207,7.695652173913044,207.05307827295653,-0.10321756491707222,9,2,7,3
328,Traditional Sales,2018-01-01,SHARP,SJ-EX820FBE / SJEX820FBE,3,1,605,7.0,1743.0243142600832,-0.014049593682296184,8,6,2,4
329,Traditional Sales,2018-01-01,INDESIT,DF 4201 W,3,1,324,18.333333333333332,424.89051862824994,0.10781090958357768,3,8,3,8
330,Traditional Sales,2018-01-01,ATLANT,XM 4426-100 N,2,1,332,11.631363636363636,451.5694924747273,0.08082578675751037,3,8,3,8
332,Traditional Sales,2018-01-01,ZANUSSI,ZBB928441S,3,0,277,6.010996817500001,528.8250266634166,-0.009863172502934083,4,5,7,7
334,Traditional Sales,2018-01-01,ATLANT,XM-4424-100N,2,1,307,10.527799034166666,424.5150068913333,0.055904200422947976,3,8,3,8
335,Traditional Sales,2018-01-01,INDESIT,IBS 20 AA (UA),3,0,341,50.32939457741667,305.4937317493333,-0.2796895675146063,4,3,7,9
336,Traditional Sales,2018-01-01,SAMSUNG,RF50K5960DP/UA,3,1,486,15.971320224749997,1726.7152472303333,-0.0626376840329676,8,6,2,4
337,Traditional Sales,2018-01-01,LG,GC-M247CMBV,3,1,626,7.833333333333333,1416.4933130965,-0.0012675241328491214,8,6,2,4
338,Traditional Sales,2018-01-01,SATURN,ST-CF2949,3,0,50,11.0,93.7337662231111,-0.6881278060918887,9,2,7,2
339,Traditional Sales,2018-01-01,LG,GA-B389SMCZ,4,1,261,19.17224547666667,471.60168085724996,0.19498104456331905,2,5,4,7
340,Traditional Sales,2018-01-01,LG,GA-B499YVCZ,4,1,360,14.663333333333332,582.5649750542499,0.02494218795677035,2,5,4,7
341,Traditional Sales,2018-01-01,GORENJE,NRK 6201 GHW,3,1,339,19.5,486.3646290509167,0.04136600373239806,3,8,3,8
343,Traditional Sales,2018-01-01,ELENBERG,MR 102-O,3,0,86,9.0,123.51513220558333,0.3801412192025718,9,2,7,2
344,Traditional Sales,2018-01-01,GORENJE,RK6201AX,3,0,353,6.1883333333333335,418.8699827895834,0.05431699709201853,4,8,7,10
345,Traditional Sales,2018-01-01,ATLANT,XM 4424-109 ND,3,1,310,5.531818181818181,454.19783000845456,-0.10995665005922739,3,8,3,8
347,Traditional Sales,2018-01-01,LIEBHERR,CNEF 4015,4,1,356,16.050075757583333,736.1231572875,-0.025945518258289606,2,1,4,6
348,Traditional Sales,2018-01-01,SNAIGE,RF32SM-S10021,3,0,287,23.975000000000005,302.3105081110834,0.4919427409799226,4,3,7,9
349,Traditional Sales,2018-01-01,NORD,T 273 W,3,0,132,10.8466666667,169.14862539450002,0.20948651402466964,9,2,7,2
350,Traditional Sales,2018-01-01,NORD,B 239 (W),3,0,267,14.875,263.23877049541665,-0.2518914959838366,4,4,7,1
351,Traditional Sales,2018-01-01,GORENJE,RK6201FX,3,0,352,6.416666666666667,440.84806425141664,-0.009526197595839172,4,8,7,8
352,Traditional Sales,2018-01-01,SAMSUNG,RT22HAR4DWW,3,1,234,7.708333333333333,438.3233351255001,0.003856096275446759,3,8,3,8
354,Traditional Sales,2018-01-01,ATLANT,XM 6025-180,3,0,384,28.97522727275,406.25425832375,0.20860783763895252,4,3,7,10
355,Traditional Sales,2018-01-01,BEKO,B 1751,3,0,110,6.516666666666667,192.415490601,-0.07895360974724042,9,2,7,2
357,Traditional Sales,2018-01-01,LG,GR-H802HMHZ,4,1,592,24.108333333333334,931.7380520764167,0.019582308575224493,8,6,4,4
358,Traditional Sales,2018-01-01,ROTEX,RR-SD100,3,0,91,7.3999999999999995,128.3867054062222,0.5883062297727351,9,2,7,2
359,Traditional Sales,2018-01-01,LG,GA-B 499 YVQZ,4,1,360,13.94174242425,632.07498916375,-0.003652797298598201,2,1,4,6
361,Traditional Sales,2018-01-01,SHARP,SJ-B1239M4W,3,0,235,18.166666666666668,254.88197179191664,0.48461020454879755,4,4,7,1
362,Traditional Sales,2018-01-01,BEKO,RCSA300K21W,3,0,291,25.143347107454545,313.14385790827276,0.9666577346647427,4,3,7,9
363,Traditional Sales,2018-01-01,HAIER,HTTF-406S,3,0,82,10.818181818181818,157.6765730079091,0.5161741446969295,9,2,7,2
364,Traditional Sales,2018-01-01,WHIRLPOOL,T TNF 8211 OX,3,1,423,6.0,689.7857019492727,0.016609011591807752,3,1,2,6
365,Traditional Sales,2018-01-01,LG,GW-B469BQJZ,4,1,318,3.0444444444444443,469.9664735232223,-0.012674544671715283,2,8,4,8
366,Traditional Sales,2018-01-01,ATLANT,XM 4008-100,3,0,244,7.995909090916666,271.81180806208334,-0.03608992879209133,4,4,7,1
367,Traditional Sales,2018-01-01,GORENJE,NRKI2181A1,3,1,248,10.452818481916667,768.7374716069999,0.05450344545384028,3,1,3,6
368,Traditional Sales,2018-01-01,WHIRLPOOL,ART 9610 A+,3,0,308,12.666666666666666,596.7195105744166,-0.08774295811802629,4,5,7,7
369,Traditional Sales,2018-01-01,GORENJE,R6191FW,3,0,368,10.5,532.36940829375,-0.047319207995704604,4,5,7,7
370,Traditional Sales,2018-01-01,ELECTROLUX,EJ2301AOW2,3,0,223,14.0875,268.4941678701666,0.05920684241651847,9,4,7,1
371,Traditional Sales,2018-01-01,SNAIGE,RF36SMS1MA21,3,0,321,6.807642431611111,345.25060010300007,-0.06252458928566337,4,3,7,10
372,Traditional Sales,2018-01-01,LG,GA-B499TGDF,4,1,360,11.80277777775,966.1883084834167,-0.03689255937225404,2,6,4,4
373,Traditional Sales,2018-01-01,LIEBHERR,CN 5715,5,1,402,3.727272727272727,1299.9026741175455,0.006102158002171069,2,6,4,4
374,Traditional Sales,2018-01-01,LIEBHERR,CNEL 4313,4,1,304,23.22083333333333,547.0663893744166,0.1087659107233612,2,5,4,7
375,Traditional Sales,2018-01-01,LIBERTY,DRF-300 W,3,0,278,7.4,271.8785162326,0.21303072180540794,4,4,7,1
376,Traditional Sales,2018-01-01,BEKO,RCNA320K21W,3,1,287,53.398432422333336,372.6179593409167,-0.46601117920417345,3,3,3,9
377,Traditional Sales,2018-01-01,ELECTROLUX,ENN93153AW,3,1,283,6.7862325920833335,924.5067728600002,-0.02719799880757287,3,6,3,4
378,Traditional Sales,2018-01-01,SIEMENS,KG39NXB35,4,1,366,11.783333333333331,730.3767419435835,-0.05226563006592024,2,1,4,6
379,Traditional Sales,2018-01-01,BOSCH,KGN33NW206,3,1,279,24.849999999999998,424.4576543307499,-0.15239448990688015,3,8,3,8
380,Traditional Sales,2018-01-01,GORENJE,NRK6191CX,3,1,307,9.0676019458,455.22861003570006,0.14505964096526772,3,8,3,8
381,Traditional Sales,2018-01-01,ELECTROLUX,ENN 92800 AW,3,0,277,7.675764644333333,580.3361660974166,0.043713752103562986,4,5,7,7
382,Traditional Sales,2018-01-01,SNAIGE,RF36SM-S1RA21,3,0,321,8.975,347.08243440266665,0.0897453942474201,4,3,7,10
384,Traditional Sales,2018-01-01,BOSCH,KGN49XI30U,4,1,435,9.555503144666664,882.9328444096668,-0.09255887969965139,2,6,4,4
385,Traditional Sales,2018-01-01,HITACHI,R-VG660PUC3 (GGR),4,1,550,6.8,1023.7916812589999,0.021261744537107795,8,6,4,4
386,Traditional Sales,2018-01-01,ATLANT,XM 4421 100 N,3,1,312,5.922222222222222,398.9979708133334,-0.054229437146938946,3,8,3,10
387,Traditional Sales,2018-01-01,INDESIT,NBS 18 S AA (UA),3,0,318,5.6,297.6537749913,-0.054700871520336355,4,3,7,9
390,Traditional Sales,2018-01-01,SAMSUNG,RT25HAR4DWW,3,1,255,6.333333333333333,415.62199082008334,0.0022650603848923625,3,8,3,8
391,Traditional Sales,2018-01-01,SAMSUNG,RT22HAR4DSA,3,1,234,8.416666666666666,434.3920582340834,-0.069690648291009,3,8,3,8
392,Traditional Sales,2018-01-01,ATLANT,XM 4423-100,3,1,288,7.0,417.7975993418182,0.025367601722735552,3,8,3,8
394,Traditional Sales,2018-01-01,ATLANT,XM 6321-101,3,0,311,9.454545454545455,334.13358025227274,0.17181932013218157,4,3,7,10
395,Traditional Sales,2018-01-01,SNAIGE,RF35SM-S1MA21,3,0,310,7.308333333333334,360.07241705124994,-0.05237356071897764,4,3,7,10
396,Traditional Sales,2018-01-01,ATLANT,MXM-2835 00,2,0,280,19.28333333333333,256.20145180741673,-0.07109877860522273,1,4,7,1
397,Traditional Sales,2018-01-01,HITACHI,R-BG410PUC6XGS,4,1,330,4.363636363636363,655.0122654597272,-0.014254065352666323,2,1,4,6
399,Traditional Sales,2018-01-01,HITACHI,R-BG410PUC6XGBK,4,1,330,7.5275,674.1356834093333,-0.006925335306132499,2,1,4,6
400,Traditional Sales,2018-01-01,NORD,T 275,3,0,240,19.597222222166668,230.41353784700001,0.14834725409537453,4,4,7,1
